id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
53193,26,2509,1,1,1,1,4,4,4,2,3,1,4,4,2,4,412,410,satisfied
38699,23,953,1,2,2,2,1,2,1,1,2,3,4,5,5,1,0,0,neutral or dissatisfied
45743,25,391,4,2,4,3,5,4,5,5,3,5,3,4,4,5,10,7,neutral or dissatisfied
89941,7,1310,3,3,3,3,2,3,2,2,1,3,4,2,4,2,0,0,neutral or dissatisfied
88245,57,270,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,2,satisfied
86037,67,528,2,4,2,3,5,2,5,5,3,2,4,5,5,5,7,4,neutral or dissatisfied
91369,70,270,1,4,1,3,5,1,5,5,3,1,3,4,3,5,0,0,neutral or dissatisfied
58506,34,3642,4,5,5,5,2,4,3,4,4,4,4,1,4,2,13,18,neutral or dissatisfied
36022,54,474,3,3,3,3,3,5,4,4,4,4,4,1,4,2,0,0,satisfied
79079,23,356,3,4,3,3,3,3,3,3,4,3,5,4,5,3,5,1,neutral or dissatisfied
55346,24,594,5,4,5,4,3,5,3,3,5,3,4,4,4,3,1,0,satisfied
29275,38,873,2,5,5,5,2,2,2,2,3,5,4,4,3,2,0,0,neutral or dissatisfied
121524,24,912,4,3,4,3,5,4,5,5,3,2,5,4,5,5,3,33,satisfied
44719,66,67,2,4,0,1,2,4,4,3,3,0,2,3,3,4,10,10,neutral or dissatisfied
83526,36,946,2,1,1,2,1,1,1,1,3,4,3,4,2,1,0,0,neutral or dissatisfied
123655,43,2404,0,5,0,1,3,5,5,5,5,1,1,3,5,4,4,0,satisfied
109952,24,1165,2,4,2,4,2,2,2,2,5,2,4,3,4,2,0,0,neutral or dissatisfied
105119,46,220,1,2,2,2,5,2,2,1,1,1,1,2,1,1,32,24,neutral or dissatisfied
88561,26,581,3,4,3,3,5,3,5,5,5,2,5,4,5,5,0,0,neutral or dissatisfied
6127,58,491,2,2,5,2,2,4,5,5,5,5,5,4,5,5,21,8,satisfied
57447,44,3705,1,1,3,1,4,4,5,4,4,4,4,5,4,4,14,14,satisfied
66193,58,1646,2,5,5,5,5,3,3,2,2,2,2,3,2,4,45,33,neutral or dissatisfied
14996,23,1201,0,5,0,4,3,0,4,3,2,4,2,3,2,3,0,0,satisfied
18205,53,2450,1,1,1,1,4,2,3,4,4,4,4,4,4,5,2,43,satisfied
43641,27,1097,5,5,4,5,2,3,2,2,2,3,3,3,1,2,0,3,satisfied
86833,44,484,5,2,4,3,3,4,5,3,3,2,2,2,3,3,41,44,satisfied
81283,35,1020,3,1,3,2,4,3,4,4,3,1,2,2,3,4,0,15,neutral or dissatisfied
26403,24,957,4,5,4,4,4,4,4,4,5,3,5,3,4,4,56,43,neutral or dissatisfied
15191,26,500,2,2,2,4,5,2,5,5,4,1,4,1,3,5,0,113,neutral or dissatisfied
7485,52,925,5,5,5,5,3,4,4,5,5,5,5,4,5,3,0,0,satisfied
55368,22,678,5,3,5,4,2,5,2,2,3,2,5,5,5,2,0,27,satisfied
66773,31,2324,1,1,1,1,3,3,3,3,4,3,4,4,5,3,4,0,satisfied
65375,56,432,1,1,1,1,5,5,5,4,4,4,4,5,4,4,0,0,satisfied
61759,33,1303,3,5,3,3,3,3,3,3,3,5,4,5,5,3,0,14,neutral or dissatisfied
32500,44,163,3,2,5,5,3,3,3,3,3,3,3,4,3,3,0,4,neutral or dissatisfied
128069,52,2860,3,3,3,3,4,4,4,5,2,4,5,4,5,4,0,47,satisfied
51498,21,370,2,3,5,4,5,5,5,5,3,2,5,2,4,5,0,0,neutral or dissatisfied
4493,42,3067,4,4,4,4,2,4,5,5,5,4,5,5,5,4,0,0,satisfied
114058,50,1947,1,1,1,2,3,1,3,3,4,5,4,3,5,3,4,13,neutral or dissatisfied
62461,28,1846,3,3,3,4,1,3,1,1,1,2,3,3,4,1,2,0,neutral or dissatisfied
50006,59,86,3,4,4,4,3,2,3,3,3,3,3,1,3,4,36,30,neutral or dissatisfied
24719,25,549,4,5,5,3,2,5,2,2,2,1,4,4,4,2,0,0,neutral or dissatisfied
73650,75,1664,2,2,2,2,5,3,2,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
16554,24,1092,3,3,3,1,3,3,3,3,4,4,3,2,1,3,0,0,satisfied
121637,21,912,2,2,2,5,2,2,2,2,5,5,5,3,4,2,0,0,neutral or dissatisfied
58902,36,488,1,1,1,3,1,1,4,1,3,4,3,4,3,1,1,0,neutral or dissatisfied
13260,22,657,2,4,2,3,2,2,2,2,3,4,4,2,3,2,0,0,neutral or dissatisfied
113353,40,2401,5,5,5,5,5,4,4,5,5,5,5,4,5,5,0,0,satisfied
61496,41,2253,1,5,2,5,2,3,3,1,1,1,1,4,1,2,8,0,neutral or dissatisfied
7855,15,1005,4,3,4,3,4,3,3,2,4,4,1,3,3,3,392,401,neutral or dissatisfied
76058,47,669,1,2,2,2,5,4,4,1,1,1,1,4,1,4,0,0,neutral or dissatisfied
50732,19,190,1,4,1,5,3,1,3,3,5,4,5,5,4,3,36,35,neutral or dissatisfied
90498,56,646,2,2,2,2,5,4,4,5,5,5,5,4,5,4,0,0,satisfied
110053,38,2039,3,4,3,3,1,3,2,1,3,3,5,5,5,1,11,13,neutral or dissatisfied
52595,35,119,2,3,3,3,2,2,2,3,3,2,2,1,3,2,0,13,neutral or dissatisfied
71821,21,760,5,5,5,3,3,5,1,3,4,2,4,4,5,3,0,0,satisfied
39106,43,2062,1,1,4,1,4,5,1,4,4,4,3,3,4,5,0,0,satisfied
40884,57,584,3,4,3,5,2,5,4,4,4,3,4,5,4,4,0,0,neutral or dissatisfied
32196,44,3573,2,2,2,2,1,2,1,4,4,4,5,3,4,1,4,13,satisfied
29116,13,679,3,5,3,2,3,3,3,3,5,4,5,5,4,3,0,0,neutral or dissatisfied
61838,37,1379,3,3,3,3,1,3,1,1,3,5,5,3,4,1,0,4,neutral or dissatisfied
110883,48,404,5,5,5,5,5,4,5,5,5,5,5,3,5,5,8,7,satisfied
76777,22,2768,2,3,1,3,2,3,2,2,3,3,4,2,4,2,0,0,neutral or dissatisfied
13231,24,771,2,3,3,3,2,2,2,2,2,2,3,3,4,2,0,0,neutral or dissatisfied
70524,49,1258,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0,satisfied
88007,45,270,2,2,2,2,2,4,4,5,5,5,5,4,5,4,5,1,satisfied
90854,53,646,3,3,3,3,2,3,2,2,3,1,4,4,4,2,0,3,neutral or dissatisfied
39993,54,508,3,5,5,5,3,3,3,3,2,1,2,3,2,3,9,17,neutral or dissatisfied
59900,43,1023,4,4,4,4,4,5,5,3,3,3,3,3,3,4,0,0,satisfied
88139,38,442,5,0,0,3,4,0,4,4,4,3,5,5,5,4,8,3,satisfied
27232,9,1024,3,3,3,3,3,3,3,3,5,4,2,5,4,3,0,0,satisfied
24636,52,666,2,1,2,3,5,2,5,5,1,2,4,2,3,5,2,0,neutral or dissatisfied
53674,39,2928,1,1,1,1,5,1,2,4,4,4,4,3,4,5,17,0,satisfied
4994,27,3450,3,4,4,4,3,3,3,3,1,3,4,4,4,3,0,0,neutral or dissatisfied
90889,27,270,2,2,2,4,3,2,3,3,1,5,3,4,3,3,41,51,neutral or dissatisfied
102685,64,255,1,5,5,5,5,4,4,1,1,1,1,3,1,3,13,40,neutral or dissatisfied
97782,21,471,3,0,3,4,2,3,2,2,4,3,4,5,4,2,112,116,neutral or dissatisfied
107474,29,711,5,5,5,5,3,4,3,3,5,2,4,3,4,3,0,0,satisfied
4658,52,3847,3,1,5,1,4,3,2,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
58656,13,867,3,4,3,3,3,5,2,3,3,5,5,2,3,2,157,142,neutral or dissatisfied
57111,45,1222,2,2,4,4,1,4,3,3,3,2,3,1,3,2,9,0,neutral or dissatisfied
101560,53,2658,0,1,1,4,5,4,4,3,3,2,2,4,3,5,29,26,satisfied
99938,62,764,2,4,2,1,3,2,5,3,4,3,4,5,5,3,6,20,neutral or dissatisfied
113275,47,414,5,5,5,5,5,4,5,4,4,4,4,3,4,3,43,37,satisfied
129675,39,447,1,1,1,4,4,1,4,4,3,1,4,3,4,4,0,0,neutral or dissatisfied
89651,26,1096,2,2,2,2,2,2,2,2,2,3,3,2,3,2,0,0,neutral or dissatisfied
45390,31,222,4,5,5,5,4,4,4,4,1,5,2,4,4,4,0,0,satisfied
54320,16,1597,5,5,5,5,4,4,4,4,1,4,3,3,5,4,0,0,satisfied
8033,47,2324,1,1,1,1,4,5,4,4,4,4,4,4,4,3,0,0,satisfied
123772,27,544,2,2,2,1,1,2,1,1,3,5,4,3,5,1,0,0,neutral or dissatisfied
45162,35,1847,4,5,5,5,2,4,3,3,3,3,4,4,3,1,81,96,neutral or dissatisfied
16864,28,746,1,1,1,1,3,3,3,3,3,1,1,4,2,3,3,0,satisfied
103397,55,2797,2,2,2,2,4,5,5,5,5,5,5,4,5,3,52,48,satisfied
61917,45,550,4,4,4,4,5,5,5,5,5,4,5,5,5,3,0,3,satisfied
122337,22,541,1,5,1,4,1,1,1,1,4,5,4,5,4,1,39,22,neutral or dissatisfied
44879,29,296,1,3,1,3,1,1,2,1,1,1,3,3,4,1,0,0,neutral or dissatisfied
69694,44,1372,4,4,4,4,5,5,5,3,2,4,4,5,3,5,141,129,satisfied
85391,47,3156,1,1,1,1,5,4,5,3,4,4,5,5,3,5,581,580,satisfied
82062,53,3897,3,3,3,3,4,4,4,4,4,4,4,4,4,5,0,29,satisfied
118406,20,2862,2,2,2,2,5,5,5,5,3,3,5,4,4,5,0,0,satisfied
35869,9,1065,4,4,4,5,2,4,2,2,5,5,5,3,4,2,0,18,neutral or dissatisfied
37548,25,972,1,1,1,4,1,1,3,1,4,5,1,2,5,1,0,0,neutral or dissatisfied
6224,27,3692,4,4,4,4,3,4,3,3,5,4,4,4,4,3,0,0,satisfied
85502,60,152,3,4,3,3,1,3,1,1,4,4,4,5,4,1,0,0,neutral or dissatisfied
36268,68,728,3,3,3,4,3,3,3,3,4,2,4,4,4,3,0,0,neutral or dissatisfied
7292,64,139,3,3,0,3,3,4,3,4,4,0,4,4,4,4,0,0,neutral or dissatisfied
58654,32,867,2,1,2,2,4,2,4,4,4,1,1,2,1,4,0,0,neutral or dissatisfied
42086,40,344,4,3,3,3,4,4,4,4,2,2,2,3,3,4,0,0,satisfied
101355,54,2200,4,4,3,4,4,4,4,4,4,4,4,5,4,4,2,0,satisfied
65109,63,190,1,5,1,1,2,5,5,3,3,1,2,5,3,4,0,0,neutral or dissatisfied
116373,11,358,3,4,3,3,3,3,3,3,4,5,4,4,4,3,41,39,neutral or dissatisfied
4086,25,427,2,2,2,3,5,2,5,5,1,4,3,2,3,5,0,0,neutral or dissatisfied
34349,39,427,5,1,1,1,5,5,5,5,4,1,5,5,2,5,225,218,satisfied
33868,27,1562,3,1,1,1,3,3,3,3,4,3,4,2,4,3,0,0,neutral or dissatisfied
42330,47,550,3,1,3,4,5,3,4,4,4,3,3,3,4,2,0,8,neutral or dissatisfied
112543,64,862,3,3,3,3,5,4,5,5,5,5,5,4,5,3,22,21,satisfied
40715,11,599,2,0,1,4,3,1,3,3,1,2,4,1,3,3,0,0,neutral or dissatisfied
42467,20,429,0,0,0,5,5,0,5,5,4,2,5,4,5,5,0,0,satisfied
77350,27,599,2,2,2,2,5,5,5,5,3,2,4,3,4,5,0,0,satisfied
13082,29,3195,5,5,5,5,5,5,5,5,3,5,5,5,4,5,0,0,satisfied
9510,34,322,4,5,4,2,1,4,1,1,1,3,1,2,2,1,0,0,neutral or dissatisfied
22745,33,302,5,3,3,3,5,4,5,5,1,1,4,1,4,5,0,0,satisfied
23498,41,1590,0,0,0,2,4,5,4,5,5,5,5,1,5,5,3,0,satisfied
34431,27,680,1,4,4,4,1,1,1,1,2,5,3,1,3,1,0,0,neutral or dissatisfied
35986,23,1079,2,3,3,3,3,1,1,4,3,4,3,1,2,1,8,0,neutral or dissatisfied
114237,25,846,3,4,4,3,3,4,3,3,4,1,4,3,4,3,51,59,neutral or dissatisfied
33400,51,2614,1,1,1,1,4,4,4,3,2,3,5,4,3,4,0,0,satisfied
44856,25,585,2,2,2,4,2,2,1,2,2,3,4,2,4,2,19,7,neutral or dissatisfied
89217,57,1947,1,4,1,2,2,1,2,2,3,4,4,5,4,2,24,5,neutral or dissatisfied
22814,47,2466,3,3,3,3,2,3,1,4,4,4,3,5,4,5,0,0,satisfied
58878,47,1538,3,3,3,3,3,5,5,4,4,4,4,3,4,4,1,11,satisfied
71873,24,1652,1,3,1,1,4,1,4,4,2,5,4,4,2,4,13,28,neutral or dissatisfied
47938,14,451,3,3,3,3,2,3,2,2,2,2,3,4,4,2,10,7,neutral or dissatisfied
110954,21,545,0,4,0,4,2,0,5,2,3,5,4,4,4,2,0,0,satisfied
91648,46,1199,1,3,1,3,2,1,2,2,3,5,4,2,4,2,5,0,neutral or dissatisfied
31304,51,680,5,3,1,3,3,1,5,5,5,5,5,5,5,1,12,21,satisfied
57737,59,1754,1,5,1,4,4,1,4,4,3,5,3,5,4,4,0,0,neutral or dissatisfied
128548,34,2108,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
12187,26,1075,3,5,3,4,3,3,3,3,3,4,4,5,4,3,0,0,neutral or dissatisfied
37454,50,1069,2,2,2,1,5,2,5,5,4,3,3,3,5,5,29,22,neutral or dissatisfied
94451,58,562,3,3,3,3,3,5,5,5,5,5,5,4,5,3,15,0,satisfied
27571,52,937,2,4,2,1,1,2,3,1,4,5,4,3,5,1,0,2,neutral or dissatisfied
112633,26,602,3,2,3,4,2,3,2,2,3,1,3,1,4,2,11,13,neutral or dissatisfied
55711,30,1062,2,3,2,3,3,2,3,3,3,1,3,1,3,3,0,0,neutral or dissatisfied
42350,55,329,2,5,2,3,3,2,3,1,1,2,1,2,1,1,0,0,neutral or dissatisfied
83144,60,1127,2,4,2,4,5,2,5,5,3,4,3,5,5,5,0,0,neutral or dissatisfied
74841,31,1797,2,5,2,2,1,2,1,1,5,3,3,4,5,1,15,1,neutral or dissatisfied
59438,25,3017,2,2,4,2,1,2,2,1,4,3,4,2,2,2,351,357,neutral or dissatisfied
89701,17,1080,5,0,5,4,4,5,4,4,1,3,5,3,2,4,0,0,satisfied
89303,40,453,2,5,2,4,4,2,3,4,2,4,3,1,4,4,0,0,neutral or dissatisfied
24608,35,526,5,1,1,1,5,5,5,5,1,5,1,3,4,5,0,0,satisfied
127211,11,338,5,2,5,3,1,5,2,1,2,2,3,2,3,1,0,0,satisfied
9582,35,283,2,2,2,2,4,4,4,1,5,3,2,4,5,4,104,134,satisfied
92715,41,1276,2,2,2,2,3,4,5,4,4,4,4,5,4,4,0,0,satisfied
123606,59,1773,2,1,2,3,2,2,2,2,3,4,3,3,3,2,113,122,neutral or dissatisfied
15261,32,529,2,3,3,3,2,2,2,2,3,5,3,2,4,2,11,0,neutral or dissatisfied
114222,26,862,2,1,1,4,2,1,3,2,3,3,3,3,3,2,38,33,neutral or dissatisfied
50427,58,262,3,1,1,1,3,4,3,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
77738,52,696,3,3,5,3,3,3,3,3,4,4,3,3,4,3,5,4,neutral or dissatisfied
6522,23,599,1,2,1,4,5,1,5,5,1,2,4,2,3,5,0,0,neutral or dissatisfied
58297,48,678,2,2,2,3,3,2,3,3,4,3,4,4,5,3,41,30,neutral or dissatisfied
63414,9,337,1,3,5,4,4,5,4,4,3,3,3,1,3,4,0,0,neutral or dissatisfied
101327,55,986,4,5,4,3,3,4,3,3,4,5,4,3,4,3,0,0,neutral or dissatisfied
15034,49,488,2,2,5,2,3,1,5,5,5,5,5,3,5,4,6,18,satisfied
110678,43,605,4,4,4,4,2,3,3,4,4,4,4,3,4,4,5,0,neutral or dissatisfied
69691,59,1372,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,8,satisfied
72988,20,1096,1,1,1,2,1,1,1,1,2,2,3,3,5,1,0,0,neutral or dissatisfied
86108,51,3144,2,2,2,2,4,5,5,4,4,4,4,4,4,3,0,0,satisfied
84792,56,547,4,4,4,4,2,4,5,5,5,5,5,4,5,3,0,0,satisfied
29087,9,679,4,3,4,2,4,4,4,4,1,4,2,3,1,4,21,9,neutral or dissatisfied
32235,53,102,2,2,2,2,1,2,2,5,5,5,3,3,5,2,0,7,satisfied
124962,48,184,1,1,1,1,5,4,5,4,4,4,4,3,4,4,0,0,satisfied
1869,16,2200,3,5,5,5,3,3,3,3,4,4,3,4,3,3,0,15,neutral or dissatisfied
113654,63,197,1,4,1,3,5,1,5,5,3,5,3,4,4,5,4,0,neutral or dissatisfied
31647,55,853,4,1,1,1,4,4,4,4,4,3,5,3,4,4,3,10,satisfied
114355,49,3965,3,3,3,3,4,4,5,3,3,3,3,4,3,5,46,31,satisfied
77162,54,1450,3,4,4,4,3,3,3,3,3,4,4,2,3,3,63,92,neutral or dissatisfied
66592,40,761,1,1,1,1,4,4,4,5,5,5,5,4,5,3,26,29,satisfied
61463,54,2288,5,5,5,5,4,5,4,5,5,5,5,3,5,4,10,1,satisfied
35182,45,2145,1,3,5,3,3,3,2,1,1,2,1,4,1,1,0,0,neutral or dissatisfied
37089,52,2883,5,5,5,5,5,4,1,5,5,5,5,5,5,4,39,38,satisfied
93782,38,1865,2,3,1,2,1,5,5,3,4,5,5,5,4,5,292,291,neutral or dissatisfied
21312,29,620,4,5,4,2,3,4,3,3,5,3,4,4,4,3,0,0,satisfied
41135,21,140,2,3,2,3,4,2,5,4,1,3,3,3,3,4,0,0,neutral or dissatisfied
115976,19,373,2,0,2,4,3,2,3,3,1,5,4,4,1,3,0,0,neutral or dissatisfied
23938,34,616,1,5,1,2,4,1,4,4,4,4,3,5,3,4,0,0,neutral or dissatisfied
70412,63,1562,3,5,3,3,4,3,4,4,1,2,5,1,2,4,0,0,neutral or dissatisfied
9263,22,441,4,0,4,2,2,4,5,2,3,5,4,3,5,2,0,0,satisfied
19241,22,3202,1,2,2,2,1,1,1,1,4,2,4,2,3,1,0,0,neutral or dissatisfied
26469,47,842,1,5,1,2,5,4,5,1,1,1,1,3,1,4,0,0,neutral or dissatisfied
114849,25,325,1,5,1,4,1,1,5,1,4,3,4,5,4,1,1,0,neutral or dissatisfied
32077,46,3320,0,5,0,2,4,1,2,2,2,2,2,1,2,3,0,0,satisfied
21693,77,346,3,1,1,1,3,3,3,3,3,1,1,3,1,3,5,0,neutral or dissatisfied
127946,69,2300,0,4,0,1,1,0,1,1,5,2,3,4,4,1,6,0,satisfied
128551,33,325,1,1,1,4,5,1,5,5,4,5,3,1,3,5,0,0,neutral or dissatisfied
21947,37,3308,2,2,2,2,3,2,1,5,5,4,5,4,5,5,0,0,satisfied
41629,22,3225,3,2,2,2,3,3,3,3,4,4,3,3,3,3,0,0,neutral or dissatisfied
74183,48,641,2,4,2,1,4,4,5,1,1,2,2,3,1,3,0,0,neutral or dissatisfied
108682,37,3804,4,4,4,4,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
49846,51,2458,1,5,5,5,4,4,3,1,1,1,1,3,1,2,0,0,neutral or dissatisfied
31031,21,641,1,4,2,3,1,2,1,1,4,5,4,3,4,1,0,0,neutral or dissatisfied
115589,20,1759,2,2,3,2,2,2,2,2,4,5,4,2,3,2,1,0,neutral or dissatisfied
39772,28,521,4,3,3,3,4,4,4,4,3,3,2,4,2,4,0,0,satisfied
124395,29,575,5,4,4,4,5,4,5,5,2,2,4,1,4,5,18,11,neutral or dissatisfied
11859,29,912,1,1,1,4,1,1,1,1,5,3,5,5,5,1,9,5,neutral or dissatisfied
96824,19,571,4,5,5,2,5,5,5,5,5,2,4,4,4,5,23,41,satisfied
97999,43,391,1,1,1,1,5,4,4,4,4,4,4,5,4,4,2,0,satisfied
117587,67,2456,2,2,2,2,3,3,4,2,2,2,2,2,2,1,89,84,neutral or dissatisfied
19120,21,265,2,0,2,1,1,2,1,1,5,2,1,5,1,1,0,0,neutral or dissatisfied
113433,56,397,3,5,5,5,5,4,3,3,3,3,3,1,3,1,0,0,neutral or dissatisfied
25068,39,594,2,1,2,3,5,2,5,5,3,5,3,3,3,5,7,7,neutral or dissatisfied
20034,42,607,4,2,5,2,4,4,4,4,4,5,2,3,3,4,74,65,neutral or dissatisfied
59213,8,1440,1,2,1,3,3,1,3,3,4,4,4,2,3,3,61,70,neutral or dissatisfied
108422,54,1444,4,4,4,4,3,5,4,4,4,4,4,3,4,3,32,10,satisfied
119303,27,214,4,4,4,4,3,4,3,3,3,1,3,2,4,3,0,67,neutral or dissatisfied
27805,28,909,1,3,3,3,1,1,1,1,4,2,3,2,3,1,0,0,neutral or dissatisfied
108612,58,813,5,1,5,3,5,5,5,5,1,2,3,4,4,5,0,2,satisfied
121615,69,912,3,5,3,2,4,5,4,2,2,3,2,4,2,5,60,43,neutral or dissatisfied
111163,56,2841,5,5,2,5,4,5,5,5,5,5,5,3,5,4,39,21,satisfied
22723,52,1597,3,4,5,5,2,3,2,2,2,2,3,2,2,3,0,0,neutral or dissatisfied
62190,17,2454,3,3,3,3,3,3,3,3,4,1,3,2,3,3,0,0,neutral or dissatisfied
63385,58,337,4,1,4,3,1,4,4,1,4,4,2,2,2,1,0,14,neutral or dissatisfied
105425,38,3172,3,3,3,3,4,3,3,4,4,4,4,5,4,4,0,0,satisfied
94186,48,3792,3,3,3,3,2,5,4,4,4,4,4,3,4,4,14,21,satisfied
123723,26,214,1,4,2,3,5,2,5,5,4,2,5,3,4,5,0,0,neutral or dissatisfied
37389,28,989,5,5,5,5,4,4,4,4,4,3,1,2,5,4,0,0,satisfied
5768,33,3741,2,3,3,3,2,2,2,2,2,3,2,2,2,2,0,0,neutral or dissatisfied
102983,49,460,1,1,3,1,5,5,5,5,5,4,5,3,5,4,0,0,satisfied
120169,22,335,3,4,3,2,2,3,2,2,4,4,4,5,4,2,9,0,neutral or dissatisfied
56828,44,1605,3,4,3,2,3,3,3,3,4,3,5,3,4,3,45,18,neutral or dissatisfied
65247,30,224,3,3,3,2,5,3,5,5,3,2,3,1,3,5,14,21,neutral or dissatisfied
11021,24,163,5,0,5,1,3,5,2,3,1,2,5,5,2,3,0,0,satisfied
46893,32,909,2,2,2,2,5,5,5,5,5,1,3,3,4,5,0,0,satisfied
31237,46,2798,4,4,4,4,2,2,2,5,5,5,5,1,5,5,0,0,satisfied
118190,38,1044,3,2,2,2,5,2,1,3,3,3,3,3,3,1,8,11,neutral or dissatisfied
68432,53,1864,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0,satisfied
104445,14,1138,3,1,3,3,3,3,4,3,1,2,3,1,3,3,2,11,neutral or dissatisfied
101545,66,345,4,4,4,1,4,4,4,2,2,4,2,3,2,3,0,0,satisfied
3960,66,765,3,5,3,4,3,3,3,3,5,3,5,4,4,3,0,85,neutral or dissatisfied
51955,24,936,5,5,5,4,2,5,1,2,1,1,4,5,1,2,0,0,satisfied
12097,62,1529,1,1,1,1,3,1,3,5,5,5,5,3,5,5,5,0,satisfied
61007,40,3329,3,3,3,3,4,4,4,4,5,3,4,4,4,4,0,0,satisfied
83488,26,946,4,0,4,1,4,4,4,4,3,3,5,3,4,4,0,10,neutral or dissatisfied
36442,16,369,5,5,5,1,3,5,5,3,5,1,1,3,2,3,0,4,satisfied
25189,23,177,2,4,3,3,1,3,1,1,1,4,4,4,3,1,0,0,neutral or dissatisfied
113814,38,386,3,3,3,3,3,3,3,3,4,5,4,1,3,3,45,28,neutral or dissatisfied
56448,21,719,2,3,2,3,3,2,2,3,4,3,3,3,3,3,5,0,neutral or dissatisfied
117596,24,1020,2,2,2,3,3,2,3,3,1,2,3,3,3,3,17,8,neutral or dissatisfied
22901,58,147,1,5,0,4,5,0,1,5,5,5,3,4,5,5,0,0,neutral or dissatisfied
16900,36,746,2,5,3,2,3,3,3,3,4,5,5,4,5,3,0,0,neutral or dissatisfied
106525,38,271,3,3,3,4,3,3,3,3,3,5,4,4,3,3,57,59,neutral or dissatisfied
78861,18,528,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0,0,neutral or dissatisfied
74763,63,1205,2,4,2,4,2,2,2,2,2,2,4,4,4,2,76,,neutral or dissatisfied
75363,16,2556,2,4,2,3,2,3,2,4,4,5,4,2,3,2,0,13,neutral or dissatisfied
92299,53,2556,3,3,3,3,3,5,5,3,3,2,3,3,3,5,64,51,satisfied
5151,40,3699,2,5,1,1,4,4,4,1,1,1,2,4,1,2,0,0,neutral or dissatisfied
52971,56,2306,3,1,3,1,2,3,2,2,2,4,2,4,1,2,23,34,neutral or dissatisfied
91472,17,859,4,5,3,4,1,3,1,1,5,3,2,3,5,1,0,0,satisfied
61939,22,2161,4,4,4,4,4,4,4,4,3,4,5,4,4,4,0,0,satisfied
30861,20,1486,2,2,2,4,3,2,3,3,1,5,4,4,1,3,0,0,neutral or dissatisfied
125003,41,184,4,5,5,5,3,4,3,3,2,3,2,2,2,3,0,0,satisfied
50285,47,2227,4,4,4,4,5,2,1,5,5,5,3,2,5,5,0,0,satisfied
78579,23,630,3,4,3,1,1,3,1,1,4,3,5,4,4,1,0,0,neutral or dissatisfied
100882,36,3927,1,1,1,1,4,4,4,3,3,4,3,1,3,1,0,0,satisfied
23145,44,250,0,0,0,1,4,1,5,5,5,5,2,1,5,5,0,0,satisfied
37828,39,1023,4,4,4,4,2,4,5,5,5,5,5,5,5,1,28,6,satisfied
82679,53,632,3,3,3,3,4,5,4,4,4,4,4,3,4,5,4,13,satisfied
34073,59,1674,3,1,3,3,2,3,2,2,1,3,3,4,3,2,4,0,neutral or dissatisfied
84984,60,1590,4,4,4,4,5,4,4,4,4,4,4,5,4,3,0,0,satisfied
58991,53,1846,4,4,4,4,2,4,4,4,4,4,4,5,4,4,24,15,satisfied
108617,54,696,2,4,2,4,4,5,4,1,1,2,1,3,1,5,22,19,neutral or dissatisfied
35161,38,1074,4,1,1,1,4,4,4,4,1,1,4,3,3,4,21,32,satisfied
94010,44,441,3,3,1,3,4,5,5,5,5,4,5,3,5,3,13,18,satisfied
63410,42,447,3,1,3,4,2,3,2,2,2,3,3,2,4,2,0,0,neutral or dissatisfied
639,39,309,4,4,4,4,4,4,5,5,5,5,5,3,5,5,25,16,satisfied
106108,47,436,5,5,5,4,2,5,2,2,5,5,5,5,4,2,19,8,satisfied
14260,34,175,2,4,0,3,2,5,4,4,4,0,4,3,4,4,0,0,neutral or dissatisfied
25190,42,577,3,2,3,4,5,3,5,5,3,4,3,3,3,5,1,0,neutral or dissatisfied
125987,25,507,2,4,2,2,3,2,3,3,2,3,5,3,2,3,5,2,neutral or dissatisfied
21583,42,164,3,5,0,3,3,0,3,3,3,5,4,3,5,3,0,0,neutral or dissatisfied
1553,68,862,2,5,2,2,5,4,4,5,5,2,5,4,5,5,0,0,neutral or dissatisfied
94431,62,239,2,3,3,3,2,3,3,2,2,3,2,3,2,4,0,0,neutral or dissatisfied
13531,17,106,3,2,3,3,4,3,4,4,1,3,3,3,3,4,0,0,neutral or dissatisfied
70373,63,1145,3,4,2,3,1,2,1,1,3,2,3,5,2,1,0,0,neutral or dissatisfied
52373,34,651,2,0,2,2,2,2,4,2,4,3,5,5,5,2,0,0,neutral or dissatisfied
117109,40,325,1,1,1,3,1,1,1,1,2,4,4,3,3,1,0,0,neutral or dissatisfied
38485,41,2475,2,2,2,2,4,4,4,2,2,2,2,4,2,4,0,0,neutral or dissatisfied
11555,20,771,5,5,5,1,1,5,5,1,5,4,4,5,4,1,39,35,satisfied
